url,depth,category
https://cse.umn.edu/msse/feature-stories/faculty-spotlight-allan-tokuda,2,general resources
https://cse.umn.edu/msse/alumni-faculty-spotlights?page=0,2,general resources
https://cse.umn.edu/msse/alumni-faculty-spotlights?page=1,2,general resources
https://cse.umn.edu/cs/events/cray-colloquium-progress-and-challenges-ai-wearables-and-smartphones-understanding-and,2,events
https://cse.umn.edu/cs/events/cray-colloquium-lessons-industrial-research-graphics-vr-ai-and-pursuit-new-experiences,2,events
https://cse.umn.edu/cs/events/cse-colloquium-automated-reasoning-cloud-scale,2,events
https://cse.umn.edu/cs/events/cse-colloquium-why-do-machines-now-show-intelligence-and-how-can-we-use-augment-humans,2,events
https://cse.umn.edu/cs/events/cse-colloquium-engineering-translational-human-neuroscience-through-brain-stimulation-and,2,events
https://cse.umn.edu/cs/events/cray-colloquium-prototyping-coming-xrai-singularity,2,events
https://cse.umn.edu/cs/events/cray-colloquium-lean-machine-checked-mathematics-and-verified-programming,2,events
https://cse.umn.edu/cs/events/cray-colloquium-cognitive-costs-technology-use-attention-multitasking-and-stress,2,funding
https://cse.umn.edu/cs/events/cray-colloquium-learning-coordinated-performant-and-safe-flight-20-neurons,2,events
https://cse.umn.edu/cs/events/cray-colloquium-whither-educational-data-intelligence,2,events
https://cse.umn.edu/cs/events/cray-colloquium-self-enhancing-video-data-management-multimodal-database-system,2,events
https://cse.umn.edu/cs/events/cray-colloquium-sensors-driving-rules-end-end-analysis-av-assurances,2,events
https://cse.umn.edu/cs/events/cse-colloquium-bilevel-optimization-recent-algorithmic-theoretical-advances-and-emerging,2,events
https://cse.umn.edu/cs/events/cse-colloquium-software-test-coverage-challenges-and-opportunities,2,events
https://cse.umn.edu/cs/events/cse-colloquium-exams-more-learning-and-less-stress-computer-based-testing-facility,2,events
https://cse.umn.edu/cs/events/cray-colloquium-english-sql-what-we-learned-building-llm-powered-text-sql,2,events
https://cse.umn.edu/cs/events/cray-colloquium-optimization-theory-and-practice,2,events
https://cse.umn.edu/cs/events/cse-colloquium-incidences-and-tilings,2,events
https://cse.umn.edu/cs/events/cse-colloquium-ai-safety-critical-systems,2,events
https://cse.umn.edu/cs/events/cray-colloquium-scaling-serendipity-smart-framework-ai-augmented-innovation,2,events
https://cse.umn.edu/cs/events/cray-colloquium-shaping-future-6g-networks-and-ai-native-innovations-seamless,2,events
https://cse.umn.edu/cs/events/cray-colloquium-human-ai-physical-world-accessibility,2,events
https://cse.umn.edu/cs/events/cse-colloquium-how-architects-generated-generativity,2,events
https://cse.umn.edu/cs/events/cse-colloquium-breaking-barriers-advancing-long-context-llms,2,events
https://cse.umn.edu/cs/events/cse-colloquium-software-defined-intelligent-and-secure-wireless-aerial-networks-modeling,2,events
https://cse.umn.edu/cs/events/cse-colloquium-powering-infrastructure-critical-services-ensuring-secure-and-reliable,2,events
https://cse.umn.edu/cs/events/cse-colloquium-demystifying-cellular-black-box-cross-layer-visibility-infrastructure,2,events
https://cse.umn.edu/cs/events/cse-colloquium-towards-robust-high-throughput-next-generation-wireless-networks-protocol,2,events
https://cse.umn.edu/cs/events/cse-colloquium-nextg-wireless-security-convergence-sensing-and-ai,2,events
https://cse.umn.edu/cs/events/cse-colloquium-bring-intelligence-next-generation-wireless-systems,2,events
https://cse.umn.edu/cs/events/cse-colloquium-algorithms-ai-age-fair-and-learning-augmented,2,events
https://cse.umn.edu/cs/events/cse-colloquium-optimization-modern-computational-settings-algorithms-and-impossibility,2,events
https://cse.umn.edu/cs/events/cse-colloquium-sampling-colorings-markov-chains,2,events
https://cse.umn.edu/cs/events/cse-colloquium-illuminating-generative-ai-mapping-knowledge-large-language-models,2,events
https://cse.umn.edu/cs/events/cse-colloquium-value-alignment-and-safety-interactive-and-explainable-human-robot,2,events
https://cse.umn.edu/cs/events/cse-colloquium-modeling-language-social-and-cultural-data,2,events
https://cse.umn.edu/cs/events/cse-colloquium-social-science-problem-space-natural-language-processing,2,events
https://cse.umn.edu/cs/events/cse-colloquium-towards-planning-creative-contexts,2,events
https://cse.umn.edu/cs/events/cray-colloquium-data-valuation-machine-learning-ai-and-data-mad-systems,2,events
https://cse.umn.edu/cs/events/cray-colloquium-data-all-you-need-large-robot-action-models-and-good-old-fashioned,2,events
https://cse.umn.edu/cs/events/cse-colloquium-earth-and-environmental-sciences-era-big-data-and-ai,2,events
https://cse.umn.edu/cs/events/cray-distinguished-speaker-big-ai-small-devices,2,events
https://cse.umn.edu/cs/events/cse-colloquium-artificial-intelligence-advancing-cancer-nutrition-and-aging-research,2,events
https://cse.umn.edu/cs/events/cse-colloquium-smart-fabrics-textile-integrated-technologies-and-their-potential-human,2,events
https://cse.umn.edu/cs/events/cse-colloquium-inferring-device-events-and-user-activities-iot-network-traffic,2,events
https://cse.umn.edu/cs/events/cse-colloquium-computational-interaction-universally-accessible-metaverse,2,events
https://cse.umn.edu/cs/events/cse-colloquium-attention-vision-based-ai-systems,2,events
https://cse.umn.edu/cs/events/cse-colloquium-quantum-optimization-and-image-recognition,2,events
https://cse.umn.edu/cs/events/cray-distinguished-speaker-how-build-quantum-computer,2,events
https://cse.umn.edu/cs/events/cray-distinguished-speaker-ayse-k-coskun,2,events
https://cse.umn.edu/cs/events/carlis-memorial-lecture-changing-computing-make-it-all,2,events
https://cse.umn.edu/cs/events/cse-colloquium-understanding-and-harnessing-self-avatars-investigate-and-mitigate-bias,2,events
https://cse.umn.edu/cs/events/cse-colloquium-quantum-computing-what-why-how-and-road-ahead,2,events
https://cse.umn.edu/cs/events/cray-distinguished-speaker-trustworthy-ai,2,events
https://policy.umn.edu/education/teachingawards,-1,policy
https://policy.umn.edu/education/academiccalendar,-1,policy
https://onestop.umn.edu/calendar/academic-calendar?terms=Summer%202026,-1,academic calendar
https://policy.umn.edu/education/overlappingclasses,-1,policy
https://policy.umn.edu/education/gradeaccount,-1,policy
https://policy.umn.edu/education/withholdingdiplomas,-1,policy
https://policy.umn.edu/education/studentresp,-1,policy
https://policy.umn.edu/education/medicalwithdrawal,-1,policy
https://policy.umn.edu/education/medicalwithdrawal-proc01,-1,policy
https://policy.umn.edu/education/email,-1,policy
https://policy.umn.edu/education/gradingtranscripts,-1,policy
http://www.cs.umn.edu,-1,general resources
https://csgrad.appointments.umn.edu,-1,general resources
https://policy.umn.edu/education,-1,policy
https://faculty-roles.umn.edu/,-1,general resources
https://onestop.umn.edu/academics/degree-completion-steps,-1,degree requirements
https://onestop.umn.edu/academics/examination-committees,-1,exams & committees
https://onestop.umn.edu/academics/grad-and-professional/degree-completion-steps,-1,degree requirements
https://cse.umn.edu/cs/ms-overview#ProjectCoursework,-1,courses
http://www.unite.umn.edu/,-1,general resources
https://onestop.umn.edu/academics/submit-your-gpas-approval,-1,general resources
https://onestop.umn.edu/sites/onestop.umn.edu/files/forms/um1779_masters_time_extension_request_form.pdf,-1,forms
https://www.cs.umn.edu/academics/graduate/phd/transfer-credits,-1,degree requirements
https://onestop.umn.edu/sites/onestop.umn.edu/files/forms/otr028_transfer_credits_undergraduate_to_graduate.pdf,-1,forms
https://onestop.umn.edu/sites/onestop.umn.edu/files/forms/um1777_doctoral_time_extension_request_form.pdf,-1,forms
https://faculty-roles.umn.edu/institution/UMNTC/programs/019660207/responsibilities,-1,degree requirements
https://onestop.umn.edu/academics/doctoral-oral-exam-scheduling,-1,exams & committees
https://docs.google.com/a/umn.edu/forms/d/e/1FAIpQLSeDhNhmgQkktVAsyr8NBi4zWmzEBMieFUEOy6ujBrGKUbK9pg/viewform,-1,forms
https://assets.asr.umn.edu/files/gssp/otr204_Doctor_Phil_Edu_GDP.pdf,-1,forms
https://cei.umn.edu/services-graduate-students-and-postdocs,-1,general resources
https://www.cs.umn.edu/academics/undergraduate/engagement/ta_positions,-1,assistantships
https://hr.umn.edu/Jobs/Student-Job-Center/Graduate-Assistant-Employment/About-Graduate-Assistant-Employment,-1,assistantships
https://onestop.umn.edu/finances/costs/tuition,-1,funding
https://onestop.umn.edu/finances/tuition,-1,funding
https://www.cs.umn.edu/academics/graduate/ta_handbook?page=ta,-1,assistantships
https://humanresources.umn.edu/find-job/graduate-assistant-jobs,-1,assistantships
https://cse.umn.edu/r/career-center/,-1,career
https://grad.umn.edu/funding,-1,funding
https://grad.umn.edu/funding/current-students/apply-through-program/doctoral-dissertation-fellowship,-1,funding
http://policy.umn.edu/education/gradstudentleave,-1,policy
https://grad.umn.edu/admissions/readmission,-1,immigration/status
https://onestop.umn.edu/academics/registration-times,-1,general resources
https://onestop.umn.edu/academics/special-registration-categories-graduate-and-professional-students#accord-4,-1,general resources
https://onestop.umn.edu/sites/onestop.umn.edu/files/forms/otr194_application_for_advanced_masters_status.pdf,-1,degree requirements
https://onestop.umn.edu/sites/onestop.umn.edu/files/forms/otr195_application_for_advanced_doctoral_status.pdf,-1,degree requirements
https://isss.umn.edu/fstudents/employment/cpt,-1,immigration/status
https://isss.umn.edu/fstudents/employment/opt,-1,immigration/status
https://isss.dev.umn.edu/sites/isss.umn.edu/files/documents/cpt-course.pdf,-1,courses
https://onestop.umn.edu/sites/onestop.umn.edu/files/forms/_graduate_student_petition_gdp.pdf,-1,forms
https://isss.umn.edu/fstudent/rcl.html,-1,immigration/status
https://onestop.umn.edu/sites/onestop.umn.edu/files/forms/otr174_umn_medical_supplement.pdf,-1,forms
https://docs.google.com/forms/d/e/1FAIpQLSf_zd8lsW6LLELhVBK5xPAaNUV3hWXv5Y5AoaGCgJA71xGfjw/viewform,-1,forms
https://cseit.umn.edu/,-1,general resources
https://csgsa.umn.edu/,-1,general resources
http://www.grad.umn.edu/admissions/index.html,-1,general resources
https://humanresources.umn.edu/find-job/graduateemployment,-1,assistantships
https://onestop.umn.edu/academics/contact-gssp,-1,general resources
https://www.cs.umn.edu/people/faculty,-1,general resources
https://www.cs.umn.edu/research/research_areas,-1,general resources
https://gsc.umn.edu/,-1,student support
https://gsc.umn.edu/health-care/health-services,-1,student support
https://gsc.umn.edu/programs,-1,degree requirements
https://sass.umn.edu/,-1,student support
https://sass.umn.edu/academic-skills-coaching,-1,student support
https://sass.umn.edu/self-help,-1,student support
https://www.cs.umn.edu/academics/graduate/grad-handbook-archive,-1,degree requirements
https://z.umn.edu/transfercreditstograd,-1,general resources
